"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64","PC65","PC66","PC67","PC68","PC69","PC70","PC71","PC72","PC73","PC74","PC75","PC76","PC77","PC78","PC79","PC80","PC81","PC82","PC83","PC84","PC85","PC86","PC87","PC88","PC89","PC90","PC91","PC92","PC93","PC94","PC95","PC96","PC97","PC98","PC99","PC100"
"V1",0.00352865323579513,0.0027334197659569,0.0011469572760754,0.000686618974165277,0.00299289381839531,-0.00417924817789094,0.00209286155702854,-0.00271310348680696,0.00241820531958488,-0.00111192039089585,0.00296829716364665,6.06876601529342e-05,0.00380638398195158,-0.000776768817542113,0.00149034003157842,-0.00222641055301647,0.00307804513329811,-0.00333003125781551,-0.000972597613521404,0.000390607116031569,0.00198933508700629,-0.00253680378663539,0.00448096351695243,-0.00168017528863741,0.00247589650644235,-0.00162509844092532,0.000537537802892641,-0.000661654219190442,0.00370992101479733,0.00123370494164068,2.63009391926136e-05,-0.00054809962804156,-0.00144182975706836,0.00114710029125517,-0.000547390538104669,0.00193508322319415,-0.000208799973434398,0.00232713071446437,-0.00224966749799393,0.00114586120302092,-0.000454551853237978,0.000693873749563932,-0.0006646513449327,0.000622903998753672,-0.00070122675803716,0.00152472649460218,-0.000768368946440606,0.00202571171937008,-0.00125962579482748,0.00064248449151824,0.000255167085592916,0.000560373170473251,-0.00101434660324404,0.000227627223281427,-0.00129161053660569,0.00084196945394485,-0.00125101298195428,0.0011752576671216,0.00192774510744577,-0.000437393162097561,-0.000953435959730661,0.00120587624442419,0.000572064488772645,-0.00131220447041697,-0.000365112697413687,-0.000972975720601151,0.00112504228817949,0.000730044054797047,-0.00175656321404972,-0.000574143074356689,0.00230835085808336,-0.00118191834602009,-0.00149251177411584,-0.00136781505925745,-0.000280152583066809,-0.00107270336772252,3.49339848402305e-05,-0.0014934830408947,0.00195206197599625,2.67547015403526e-05,0.000666386576152621,-0.000351106629415932,-0.000573572229976707,-0.000378584631353527,0.000438677355159348,-0.000152897524886314,0.000351066997858014,2.43334356787187e-05,0.000143070105973061,-0.00179494161707245,0.000739568770073791,-0.000919114794227747,0.000749248677383053,-0.000955334126668891,0.000502519002481452,-0.000748214365252689,0.000427303784397663,-0.000247616617234832,-6.93829642565261e-05,-0.000292758966260655
"V2",0.00381971798012378,0.0047261909289495,0.000734075623633166,0.000926541039913315,0.00152099582027836,-0.0029606119994434,0.00166841465551813,-0.00149436566656998,0.0019640089536812,-0.000375748458600705,0.00258112308614123,1.54225296690287e-05,0.00137764198222018,-0.000494493067265457,-0.000797641271578716,0.000625869098229752,0.000445248679657054,-0.00252782262586808,-0.000982307758575854,0.00100615702117888,0.00125925066384282,-9.40104432867237e-05,0.00293262660157274,0.000156193590735284,0.00118170064514695,-0.000528558519212284,-0.000639319065960476,-0.000252521897486979,0.00133485122291148,0.000298549497883408,0.0017750374811847,-0.000464303095079248,-0.000147989825878437,0.000566938802502248,0.000320753782883577,0.00102142137850462,-0.000225040715979191,0.000407632226397837,-0.000517780509733342,-0.000247579303537912,0.000385285875435842,0.000274922864008938,-0.00153681040831864,6.17247510125017e-06,0.000346524274644007,-0.000109284788850254,-0.000318614989767676,0.000253286608604304,-0.00136970017919628,-0.000203323183837589,-0.000551174724946229,0.000249340366053051,-0.000325804237580894,-0.000123421165465833,0.00107838873258201,0.000328645579261652,-0.000498311705913056,-0.000891406126249332,0.00172814712620305,-2.94768118750158e-05,-0.000647807406175566,0.000168921658104701,0.00046253725799827,-0.00109374496423701,-0.000388126102290922,-0.000532437628816243,0.000223294922764917,0.000704245112397791,0.000332103129541483,0.00022943574748856,0.000943873513609144,-0.00048648740854945,-0.000324614057872669,0.000770005422604145,-0.000127202059878718,0.000340728359171653,-0.00050848585246199,-3.75730070825325e-05,-0.000493234714996486,0.000694520226701136,4.76261329735225e-05,-0.00094042480641194,-0.00135463325482897,0.000599705561467374,0.00058373113679679,0.000849246859514612,0.00083927038023461,0.00099314220967248,0.00104673205009408,-0.00216056677637091,0.00017287320210597,4.96128923907898e-05,0.000558132925800386,-0.0015514879214696,0.000802982408863043,-0.000229698475363143,-0.000358739187645331,0.000801645688914002,-8.37346635554318e-05,0.000858753866640326
"V3",0.0168096871538068,-0.000700628324645701,-0.000142319160789756,-0.000596554832937324,0.00316606650648925,-0.00388170115988943,0.00264287024780555,-0.000572854127121101,-0.000135244598398481,-0.0038449011579333,0.00391259020968245,-0.00181509217418309,0.00290192880469257,0.00025644126512179,0.00120828294995034,-0.000541630176313822,0.00280565315651901,-0.00162821193610091,-0.000181935228202086,0.000335891527297233,0.00279774690371989,-0.0015741044125194,0.00249129429048951,-0.00122508136243155,0.00197010026970111,-0.00114926943138591,-0.000670328192249017,0.00239215921747982,0.00106741528101968,0.000765324767732546,0.000877400975918638,4.49242786709121e-05,0.000415834365798103,-0.0019654845304635,0.000278374809373915,-0.000531078294884339,-0.00051349639627986,0.00173756630862461,-0.00235992706410539,-0.000117840913844166,-0.00108019419548613,0.0010082814833996,0.000823629772009157,0.00146872695871437,0.000112222526409438,-0.00117559962387858,-0.000283750360891915,0.00022985564058825,0.00144325908383656,-0.000382544326762935,0.000166589907684475,0.000442384275340858,0.000309963620217847,-0.000522433834933234,-0.000851351510118922,0.000634579390825,-0.00103034073135833,0.000178545690556308,-0.000437582890088092,0.00195639944111428,-3.80669733980016e-05,0.00126951545779264,0.000620595561664009,-0.0019990346908244,0.000760178938435444,-0.00036411957464989,-0.000325300711127685,0.000269393224161326,-0.000407975667658076,-0.000905283275800267,8.56203465503616e-05,-0.000391488817209866,-0.001215812912296,0.00148920013770449,-0.0010895633425323,-0.000243232071703191,4.70833693522073e-05,-0.000742804092603193,0.000965131244881188,0.00113456638676861,-0.000561244030784958,0.00114748210059396,-0.00168086252483158,8.36782799011194e-05,-0.00134187425699492,0.000444411570372393,0.00083865549484071,0.000370016775220908,-0.00247963611102278,-0.000736333809915218,-0.00110459202416505,-0.000268172168085305,0.00134148672682983,0.000153681669283665,-0.000797261193520213,-0.000482452071455597,-0.00056293958382475,-0.000454605721891712,-0.00137891138020596,-5.70438050187376e-05
"V4",0.0020217225972675,0.00160025741032576,0.00190615167218364,6.61930287182791e-05,0.00277594665564416,-0.00133363962365451,0.00290631543482963,-0.00205408550989622,0.00187486406988576,-0.000321143943948992,0.00206391545346527,-7.00174834876412e-05,0.00132900264128051,-0.000826387367293147,0.000512923768508228,-0.0028446684772467,0.00186965746053491,-0.00228289748096707,4.65624264881425e-05,0.00167916522599851,0.000851863771106088,-0.000171768131013395,0.0020974313823805,-0.00235198911931789,0.000719607501519705,0.000162075989313134,0.00199824250680523,-0.000750954142768293,0.000924693300305361,0.00226585411910778,-5.18081751572626e-05,0.00218629777039608,-0.000178421028855607,0.000467065762893309,0.00115986033875334,-0.000259373773387102,-0.000423950116854583,0.000472505567586296,-0.000163555521389657,0.000245244813493552,-0.000811229960062436,0.000867254445980112,0.00126774252156647,-0.000255057376693975,0.000123203050738943,-0.000356579954611387,-0.00137723803713546,8.05014244384092e-05,0.00221643557719307,-0.000182394479141029,0.00180599525811897,0.00205184578669263,-0.000794057810935611,0.000391612500031783,-0.000425572580399496,-0.0011799999759296,-6.01993499864863e-07,0.000210933996253495,0.000504675504993532,0.000304178895988664,0.000746199882809382,-7.1362403977262e-05,-4.9331502537378e-05,0.000417002304537752,-0.000399125108054389,0.000273484899289704,0.000474226730274785,0.00148470420880285,-0.000313047410563643,-0.0011279629747575,0.000156417319874099,0.000392875126589028,-3.99494736519306e-05,-0.000381841844367332,-0.00147457674370781,-0.000482032863467326,2.51536776066369e-05,0.000159140886966004,-0.000195728191241668,0.000133784841070077,0.000803035579402513,-0.000223522611212189,0.000321734423262688,5.69258280247613e-05,0.000554851460909987,0.000535482335386605,-0.000459784562663584,0.000451005749952996,-0.000721556281933641,-0.00110477742166306,-0.000824890938781716,0.000421876523043709,-0.000622197852043578,0.00113939176035045,0.000509129496051379,-0.000447317583471624,0.000222990679188252,-0.00161588930087702,-0.000189957044156701,0.000878394882476224
"V5",0.00741867841888952,0.0139026889120512,4.03493870566922e-05,0.0082659158293873,0.00672141284642089,0.000350999449376418,-0.00290223790104713,-0.000734203613193448,-0.00235067368790929,-0.000971239448025224,0.00924174486883901,-0.00163668397141388,-0.0034215576263464,-0.00108503784892822,0.000824100699861353,0.0014093652259173,0.000426783000472679,-0.00323630482520327,9.16707121176628e-05,-7.42410404095413e-05,0.00024423505435962,0.00255598001407989,0.00096455659455082,0.000240819940912664,0.00537935392411255,0.000510704745291664,0.000244164680485097,-0.0054551575544371,0.00415746396801388,0.000726057228620633,-0.00305222228341948,-0.000106598541821715,-0.000448377530918397,0.00119449791571057,0.00128122889376473,-0.000623423700257537,0.00163305667572209,0.00325061885493998,0.0014173917284513,0.00218077510665322,-0.0042302024219859,0.0033709809336975,-0.002171901190777,-0.000315009088228652,0.00243623848514065,-0.00229617506458899,-0.00326419434862863,9.56250309737376e-05,0.00190414671917801,-0.00430923552388278,-0.000417929099932765,0.00172583443170559,0.000990975785793841,-0.000668705363404262,0.00347396921893712,0.000260495763246582,0.00275957512078649,-0.00255028083209072,0.00122284464491227,0.00116065745701978,0.00147901626112049,0.00188280388609725,0.00334835886220991,-0.000706605928582656,-0.00447597765672778,-0.00016811558979621,-0.000385612439584761,0.000591348160239413,0.00141554962144319,-0.000893388202676044,0.00120686316873491,-0.0026857562280005,-0.00245560078264798,-0.00192650310269747,0.000953149877977283,-0.0014690929018114,-0.00313639292756213,-0.000109871147270131,0.00469176939857343,-0.00256574387658328,0.00145070625308881,0.000427267591210992,0.00393524542119855,-0.00102376122756444,0.00031135090916531,0.00242777406432076,-0.000459864733672763,0.000786654970295242,0.00189891877568331,0.000638581224938072,0.00138436027179844,0.00310630954731168,0.000921241108959295,-0.00108029161552999,0.00196744852097979,-0.00138135327535049,0.00086254165952068,0.00155582469510017,0.00518315835648421,0.00276160573905641
"V6",0.0104163919814523,0.00604397298668016,0.0030604183531782,0.00522134491074735,0.00428817956794551,-0.00408626055824395,0.00544821619749124,-0.00197894721603114,0.00242899227171652,-4.27867157179293e-05,0.00174446148560909,0.000560873118179033,0.00229500342081083,0.00209094167479057,-1.72622712697083e-05,-0.000175918994195119,0.00229982329498434,-0.00409013469817236,-0.0030174703592699,0.00184233168163635,0.00221106881197445,0.000217742715248013,0.00513060618948568,-0.00105957195825501,0.00266035852811926,0.000174962225152749,-0.00242739245995914,5.79833617582393e-05,-0.000595136072300226,0.000848628023774029,0.00162580865735646,7.4918685359457e-05,0.00120055561150399,0.00172706777265647,0.000193724529155465,0.00321442147947525,-0.000994302313858252,1.46427495719259e-05,-0.00338608083703817,0.0007050848750881,-4.93290686243547e-05,0.00199876975344065,-0.00028017053029592,0.00102998177774377,0.000451968309100291,-0.000195827832360893,0.000767531643566392,-0.000168942903163745,-0.000684933140500966,-0.000260361272823458,0.000806855153869382,0.00108715255354699,-0.000245627019593972,0.000570467713641931,0.000829449919477011,0.00111213310922124,-0.000525646435964965,-0.00104161554397525,0.000630142815509384,-1.75605361947956e-05,-0.000327432319865554,-0.000609490856565199,-0.000199467229630901,0.00129658510631106,-0.000147280646097549,-0.000137839536438668,0.00159442875298952,-0.00044270434321556,0.00096798243815479,-0.000177123085796875,0.00107375297678501,0.000775492416632829,0.000694784149997719,3.01276132727902e-05,0.000321796226085032,-0.000128644451759534,4.44788566478866e-05,-0.000104094473878507,0.0007786515887829,0.000432256772116931,0.000116555090343297,0.000215539172413227,-5.53841598358975e-06,-0.000634497506446577,0.000465898403184725,0.000925117742881552,0.000309456094856042,7.90585139227921e-05,-0.00127200041885829,-0.00208098131415208,0.000195037460924899,-0.00131450985223603,0.000765840983361505,0.000202456962222787,0.000514873820671033,0.000443900308584471,-0.000583964424468822,-0.000991184532711071,0.000498327717440811,0.000339010449331997
"V7",0.0150423094892787,0.00371932684356696,0.00231739409765165,0.00440775870847776,0.00485365218109069,-0.00243492169082897,0.000252958465765325,0.00109417253880088,-0.000374100866431485,0.00129354716649997,0.00057816581953696,0.00126696246994805,-0.000523811705336759,-0.00105198315446644,-0.00113220166878577,-2.02928572705004e-06,0.00139048655260143,-0.00111096899017111,-0.000997186609714656,0.000177239775935459,0.00220781728558727,0.000632688859823643,0.00188435502743318,-0.000384128767855944,0.00178231101643957,0.000280908483901249,-0.00055166721122454,-0.00152132126769783,0.000386123688857413,0.000223362307546279,0.000787231989714652,-0.000401296363794694,0.000384538802879977,0.00347710511496803,0.000345888346550193,-0.000930064504250564,-0.000555464790364816,-0.00114241804665924,-0.000848826727866452,-0.000153710314595068,-0.0004076902482777,0.000641176537304427,-0.00113795286454049,0.000834528571883354,-0.000126083142319594,-0.000418100442326804,-0.000803396360358307,0.000528277421531599,7.9342518707692e-05,-0.00151446887955247,0.000588054796727178,0.000572262965717506,-0.00112216094619694,0.000422451270995027,0.000422677198806022,-0.000712089745334156,0.000616536755254236,-0.000986812379642752,0.00142137075331217,9.87926347748092e-05,-0.000431673738057516,-0.000388719210741168,-0.00112774893608807,-0.00110624283287698,-0.00188846573889415,0.000141112786107871,0.000942232100817439,0.00124199921130444,0.000177499998246762,-0.000354288246426845,0.0010285951148816,0.000390277163635763,-0.000851945175320433,-0.00098074180113407,0.00152786677518175,0.000392807320863411,-0.000838880276993737,-1.46367175366448e-05,-4.20450109233235e-05,0.000486224800336459,0.000402461253661088,-0.00141084260287649,-0.0015235555772437,0.000279287760488966,-0.000389630870383077,0.000187888400655831,-0.000669234525821599,-0.000181916227822178,-0.000744248271909827,-0.00141723497699943,4.42343818124044e-05,0.00129698151367844,0.00091961692201625,0.00147423137128887,0.000507038374898665,-0.00164881867281225,-0.000526342145681091,0.000148068383701031,-0.000281736395019438,0.000748382318130984
"V8",0.00804216144462517,-0.000236139537044822,-0.000533086068532239,0.0017344402619767,0.00106518269999797,-0.00513085955598644,-0.000162952626612935,-0.000198916391815558,-0.00259359792981729,-0.00210829958573787,0.00282560326856872,-0.000670801721003455,3.88009696806469e-05,0.00205339689775417,-0.00179566493861314,-0.00150483227352098,-0.000351573609229603,-0.00144807613053085,-8.24487945966177e-05,-0.00190696943431694,0.000309917563369613,-0.000444961126547966,0.00196557276031945,0.0011354240987621,-0.000967628858809084,-0.00143110641292222,0.00323014374559259,-0.000834516475869501,0.00558348327196567,-0.00177309776410989,-0.000336937285713297,-0.00240543733386806,-0.00487255061431088,0.000200435011074668,0.00110409376501158,-0.00202100691736023,-0.00195168280400269,0.00204763363224266,-0.000132043806092454,0.000208050319737882,3.82944994065145e-05,-0.000657297143057334,0.000165069311276258,0.00175583709199873,-0.00227598409587739,0.0030026257192633,-0.00238548788166451,-0.0018789051169907,0.000782583023345047,0.000602810211582159,0.00144601780738568,-0.0011915577946024,-0.0037859808541796,-0.000213193185240487,0.000101147318721461,-0.00241255497281054,0.000578742680897409,-0.000911573793886888,0.00383642259423386,-0.00330723217671506,-0.00102744268478816,0.000416639127513423,-0.00366931461526483,-0.000184150044456201,-0.00236259067265111,0.000651309426375577,0.000474295121890599,-0.00474937161029583,-0.00125067833039514,0.000953309268739149,0.00262957130540377,-0.00434593306215663,0.00247166610982311,-0.000555448005639393,-0.00288201050129852,-0.000326364926776855,0.00170330095757341,3.32344639300399e-05,-0.000546308155555202,0.00208874625866419,-0.00204808298714358,0.00293573601107663,-0.00127524509509977,-0.00236409800753759,-0.000951158323081437,-0.000564305763704444,-0.00645637779565918,-0.00238695535726279,0.000636423765575097,-0.00425121607512807,-0.00365103327552369,0.00400495381463806,0.0013557690050337,-0.00207569376906761,0.00270828967801002,-0.00149699638864259,0.000768661930749428,-0.00125169259005553,-0.000143005801226833,-0.00146882169873161
"V9",0.00839632814747852,0.00207915874953215,0.00124597193889564,0.00418250408254825,0.00355000763028789,-0.00540522734346599,0.00177625891911249,-0.000458767311351958,-0.00176161112557952,0.000714166526273872,0.00216528043308092,0.000365431720082754,0.00179605685223528,0.000876426393927956,0.000291199949793801,-0.00195476549737171,0.00230578916861441,-0.00306149174040272,-0.000945887865148067,0.000433086482852174,0.0021449778841018,7.96009876513731e-06,0.00416585341611583,-0.00160472553854302,0.00113407215234559,0.000905270397183864,-0.00034873355854865,-0.000406271128129189,0.000459721868239801,0.00254954785227769,0.00180244622949886,0.00143610234229422,-0.00193916581306573,0.000953868077537981,-0.000985812057426519,0.00174067313753556,0.000436359291464911,-0.000170678128716634,-0.000904150141814549,-0.000601426085332362,-0.00205552309630885,0.00135212695866081,-0.0015009911345349,-0.000184201268961645,-0.000248270876706438,-0.000971554271407055,-0.000412695399801419,0.000857291338641388,-0.00101055118328904,0.00123228593660361,0.00180002183272753,0.00127031476174824,0.000681617831885143,0.000142465451819088,5.74767168608189e-07,-0.0011431863873119,-0.00180918167684088,-0.00136521800445334,0.000100544276571352,-0.000241868981986053,0.00195144162740511,0.000215033236969787,0.00013763862736021,0.000512188783893931,-0.000810334143930525,0.000366422575883123,-0.000903297656304646,0.00067116763064474,-0.000622548969316483,0.000870534156686963,0.000865203489112752,0.000619059075712126,4.58296801822268e-06,-0.00206390698817647,-0.0018913127455692,0.00111096728998821,-0.0006034623336566,0.000104833447326558,0.0024323493571156,0.0015748489304145,0.000809700258308034,-0.000676934254357789,-0.000847319722856887,0.00217619072469413,6.58205966125675e-05,0.000683687901086394,0.000872921933049111,0.000796652863931322,0.000407121212178631,-0.00177706930881701,0.000138737363846203,-5.56306598678179e-05,-0.000399638752497064,0.000161327231131818,1.65163693412116e-05,-0.00125809641009963,-0.000148416703492969,0.00059618807904572,-0.000219872173262892,-0.000399598773459862
"V10",0.0150572632215855,0.00470577762805018,0.00267271371224379,0.00338543951884747,0.0028867732949461,-0.00420256080408638,0.00291184309292258,-0.00419895765487672,0.00296048103404414,4.52798496143996e-05,-0.00056540564293763,0.000807561731014954,0.000173983041444907,-0.000839761384450753,0.0012126595213042,-0.00191762062090199,0.000783275774166878,-0.0025711303429527,-0.00118269672014972,0.000664205294377001,0.000294727749113136,0.000367867795732688,0.00120153251548348,-0.000620047405232723,0.00217118055850129,0.000288569792568115,0.00149925319344325,-0.0017973052550821,-0.0012085480150478,0.00105301341791353,0.000449992869478325,-0.000997381345749082,0.000342947802142856,0.000358369224551544,0.000920409820224172,-0.000691335739799283,-0.000890220776665437,-0.000852270734792062,-0.000994067183860229,0.00129798168484963,2.60096533401743e-06,0.00122217030640973,-0.000905841500572956,-0.000596254567652096,0.000339938904434487,0.000283486425274958,-0.000990582277132349,-0.00106359439706398,0.000801539998035501,-0.000294980373791679,0.00129657091484149,0.00125311130393369,-0.000888735121714256,-0.00135914272351487,-0.000934021942069936,-0.000217350430862647,-0.000617316478580458,-0.000471540968270706,0.000757180543991451,0.000180624970583069,0.000425973331201135,0.000389855105812764,2.10062226627726e-05,-0.000891511916880625,-0.000128664247703862,-5.07595889751415e-05,7.89413284416613e-05,-3.22003497280271e-05,2.08254855004407e-05,-0.000154441493403304,0.000246691188463015,-0.000185190429969468,0.000168333268376524,-0.000812979165671997,0.000848867651170508,0.000403157316802939,-0.000201442118071663,0.000620169334144201,0.00110353550230161,-0.000314870437358479,0.000696278604887845,0.000188236408190723,-0.00035661927551542,0.000247646978156186,0.000716723253527318,0.00011748903812484,0.000487829782876981,0.000218355380172051,0.000462693260793604,-0.00230461695075172,0.000247283856719652,-0.000431607910490013,-0.000438896310853179,-0.000244962002593766,-6.47696426945655e-05,0.00123950020380663,-0.000453190786202829,-0.00017427253065399,-0.000307200115284984,-0.000709875160280591
